Review,Rating,sentiment,label
Ordinary food 11/07/2017,2.0,Négatif,0
Floppy pizza base 01/08/2018,1.0,Négatif,0
Nice and tasty and crispy chicken 12/16/2017,3.0,Neutre,1
"Super-friendly service, terrible mashed po... 01/11/2017",3.0,Neutre,1
A nice place for a quick lunch 11/08/2017,3.0,Neutre,1
Worst chicken 08/08/2016,2.0,Négatif,0
Not remotely like Japanese food 06/29/2014,2.0,Négatif,0
"Good food, bad locals 09/25/2017",3.0,Neutre,1
great value meals 01/21/2016,3.5,Positif,2
A bit better than average 02/15/2018,3.5,Positif,2
"My most unpleasant dining,unfortunately I... 01/02/2018",1.0,Négatif,0
Revisit 12/01/2017,3.0,Neutre,1
Amazing place for Sunday lunch 06/25/2017,4.0,Positif,2
Don't ask for delivery! 04/20/2017,3.0,Neutre,1
Like coming home 06/25/2016,3.0,Neutre,1
Paella to die for 12/31/2017,4.5,Positif,2
Scam joint 10/21/2017,2.0,Négatif,0
Go snacking! 04/08/2017,5.0,Positif,2
Ridiculously over-spiced 12/02/2017,3.0,Neutre,1
Last night in Italy--- Great Dinner! 08/02/2016,3.0,Neutre,1
Sexist staff - avoid 12/11/2017,2.0,Négatif,0
Excellent food - so and so wine menu - cas... 07/24/2017,4.0,Positif,2
Fairly not as good as expected... 05/25/2017,2.0,Négatif,0
For maximum cosiness 07/16/2017,4.0,Positif,2
Stumbled upon a perfect Paris dinner! 07/14/2013,4.0,Positif,2
"Basic with poor staff training, 09/05/2017",3.0,Neutre,1
Drive thro service shocking 10/12/2017,1.5,Négatif,0
Good hamburger buffet - reasonable prices 02/12/2017,3.0,Neutre,1
Tasty food for a good price 05/07/2017,3.0,Neutre,1
Excellent Giropizza 05/29/2016,4.0,Positif,2
Not a good food 01/24/2017,3.0,Neutre,1
Nice buffet. 10/17/2017,3.5,Positif,2
Disapoonting coffe 08/15/2017,3.0,Neutre,1
Rude Senior Staff 07/12/2013,1.0,Négatif,0
Fish point 10/27/2017,4.5,Positif,2
Lovely little cafe with great food and sta... 06/07/2015,4.0,Positif,2
An AMAZING chocolate cake 07/23/2015,4.0,Positif,2
Worst shrimp risotto. Bad servise. Expensi... 12/08/2017,3.0,Neutre,1
Only if you must 02/22/2014,2.0,Négatif,0
Lovely service throughout the day 08/24/2016,3.0,Neutre,1
"Quick, cheap lunch at the Oceanario cafete... 01/13/2017",3.0,Neutre,1
Kinda put me off eating Burritos 06/04/2017,2.0,Négatif,0
It's OK - It's a Franki and Benny's 08/10/2017,3.0,Neutre,1
Good place with courteous staff! 06/30/2017,3.0,Neutre,1
Just stopped by for drinks at the airport 07/19/2017,3.0,Neutre,1
Wow amazing food 08/25/2017,4.0,Positif,2
BEST COFFEE WORST ATTITUDE 07/27/2017,3.5,Positif,2
Excellent coffee and pastry! 10/03/2017,4.0,Positif,2
Poor ramen noodle soup 11/30/2017,2.0,Négatif,0
"Too many mixed messages, but decent food 09/03/2014",3.0,Neutre,1
Lukewarm food 10/18/2016,4.5,Positif,2
Much better places 10/18/2017,2.0,Négatif,0
Nice location especially on the cobbleston... 09/24/2017,3.0,Neutre,1
Absolutely horrible 12/27/2015,1.5,Négatif,0
Typical Portuguese dinner close to Place F... 07/28/2016,4.0,Positif,2
Excellent for cheap beer and atmosphere 05/30/2015,4.5,Positif,2
Probably best italian in city! Pricy! 11/10/2012,3.0,Neutre,1
Terrible customer service but very enterta... 09/06/2016,1.0,Négatif,0
A Czech restaurant just off Schonbrunnerst... 07/24/2017,4.5,Positif,2
Rude and awful experience 08/10/2016,2.0,Négatif,0
"This is a tourist trap, but not awful, jus... 05/02/2017",2.0,Négatif,0
Pretty disgusting 02/14/2014,1.0,Négatif,0
Horrendous customer service 12/04/2017,1.0,Négatif,0
Find another place for Fado 05/07/2017,2.0,Négatif,0
Couldn't have been worse 11/08/2014,1.0,Négatif,0
Very good casual Thai on interesting Paris... 07/28/2017,4.0,Positif,2
Not too impressed. 12/27/2017,3.0,Neutre,1
Excellent restaurant in suburb of Prague! 08/03/2017,3.0,Neutre,1
Not for people with lactose intolerances! 05/10/2017,3.0,Neutre,1
Great restaurant in a cool part of town 10/23/2017,4.5,Positif,2
"Nice place, good food, bad surprise 04/24/2017",3.0,Neutre,1
Nice sushi. Poor service. 08/12/2017,3.5,Positif,2
"Really good pastries, freshly made sandwic... 06/20/2017",3.0,Neutre,1
À fuir cette usine à moules 01/02/2018,3.0,Neutre,1
Small place with a great tapas manu 10/13/2016,4.5,Positif,2
Great value and good portions 05/22/2017,3.0,Neutre,1
Over priced for small stingy portions 11/24/2016,1.0,Négatif,0
Only restaurant at walking distance from H... 08/28/2015,3.0,Neutre,1
Average Italian place 09/18/2016,4.0,Positif,2
Terrible take away service - avoid! 12/10/2016,1.0,Négatif,0
Worst place in Dublin 09/27/2014,2.0,Négatif,0
nice terrace and good price/quality 05/16/2015,4.5,Positif,2
"Below average food, expensive drinks 07/14/2017",1.5,Négatif,0
Odd but interesting 01/01/2018,3.0,Neutre,1
No wonder the place was half empty. 11/25/2013,3.0,Neutre,1
Don't pass this one 09/05/2017,4.0,Positif,2
Nice and cozy place in Prague 2 11/12/2017,4.0,Positif,2
Nice but dear. 01/19/2017,3.0,Neutre,1
Popular among the locals 08/31/2017,3.0,Neutre,1
Very Average Burgers 03/26/2017,3.0,Neutre,1
Solid business restaurant 11/30/2017,4.0,Positif,2
Good location but the food is not great. 09/10/2016,3.0,Neutre,1
horror sausage roll 10/12/2017,3.0,Neutre,1
have a drink 01/22/2016,2.0,Négatif,0
The worst kebab in France 01/10/2016,2.0,Négatif,0
"Nice beer, but... 09/27/2017",3.0,Neutre,1
Wandering and socialising 10/23/2016,2.0,Négatif,0
Tasteless food 07/04/2016,2.0,Négatif,0
Pizza at any time 07/25/2016,3.0,Neutre,1
Below average Pizza Hut. 08/20/2017,3.0,Neutre,1
Change of owner = total disaster 07/02/2017,2.0,Négatif,0
Honest 06/30/2017,3.0,Neutre,1
Vom 08/14/2017,3.0,Neutre,1
Thai near waterloo 08/10/2017,2.0,Négatif,0
When Odds Aren't That Much In Your Favour 09/25/2014,4.0,Positif,2
A great Greek 12/08/2017,5.0,Positif,2
"Small, intimate and good for groups 06/01/2016",3.0,Neutre,1
Food is good 04/02/2017,3.0,Neutre,1
Best delivery pizza! 09/14/2015,3.0,Neutre,1
Best Sushi and Korean food we ever had!! 10/31/2017,4.5,Positif,2
Perfect Restaurant for families in the mid... 08/21/2017,3.0,Neutre,1
Worst service & food I have EVER had 09/04/2017,3.0,Neutre,1
"Friendly service, food is reasonable but u... 04/01/2012",3.0,Neutre,1
"Tantilising Moroccan Menu, but not when we... 11/16/2014",3.0,Neutre,1
great for a big hunger 10/15/2016,3.0,Neutre,1
Every plate was the Bomb.com 04/24/2017,4.5,Positif,2
Not nice experience 08/29/2015,4.5,Positif,2
Very busy store 11/12/2017,3.0,Neutre,1
Understaffed 12/18/2017,3.0,Neutre,1
Great for a drink when tired 06/11/2017,2.0,Négatif,0
Fine ! 11/07/2017,4.0,Positif,2
Nice food but didn’t get food when we want... 12/10/2017,3.0,Neutre,1
Tasteless food and dirty dishes 06/29/2016,3.5,Positif,2
Great food in romantic setting 04/29/2017,4.0,Positif,2
Best Shisha spot thus far 10/29/2017,4.5,Positif,2
"Simple food, pricey for what it is 04/15/2017",3.0,Neutre,1
Dinner and that's it 03/12/2013,3.0,Neutre,1
Unexpected and fantastic! 10/03/2017,3.0,Neutre,1
Great craft beer and music 10/15/2017,4.0,Positif,2
No frills 09/01/2016,3.0,Neutre,1
Doesn't taste like food.... 11/22/2015,2.0,Négatif,0
Good and affordable 07/02/2017,3.0,Neutre,1
5 out of 5. Why not go all the way? 09/03/2016,4.0,Positif,2
Excellent Tapanaki 06/10/2016,5.0,Positif,2
"Contemporary style, traditional tasty food 09/06/2016",4.0,Positif,2
Nice outdoor cafe in the middle of a plazz... 07/13/2017,3.0,Neutre,1
Well 11/05/2012,3.0,Neutre,1
Literally the worst Chinese I've ever eate... 11/19/2017,2.0,Négatif,0
Expensive vantage point to observe streetl... 11/09/2017,1.5,Négatif,0
Amateur staff - Poor service 08/26/2017,2.0,Négatif,0
The Best Family Restaurant/Bar in the area 06/08/2015,4.0,Positif,2
"Unfriendly, unhelpful, wrong food 10/28/2015",2.0,Négatif,0
Local and friendly 11/18/2017,3.0,Neutre,1
high priced 07/22/2014,4.0,Positif,2
Nice hot drinks (PRICES INCLUDED) 12/23/2017,3.0,Neutre,1
Really bad Spanish wanna be food 09/13/2017,1.0,Négatif,0
""" New policy"" on thin and crispy 08/08/2017",1.0,Négatif,0
Robbery Milanese style 09/25/2017,1.0,Négatif,0
Very Good Tuna and Club Sandwich 01/02/2018,4.5,Positif,2
Student place 06/12/2016,2.0,Négatif,0
completely horrible place 11/22/2015,1.5,Négatif,0
Nice food & friendly Service 12/29/2017,2.5,Positif,2
Never been there and was insulted by the b... 07/28/2016,4.5,Positif,2
BARBACO- A MEAT LOVER'S DREAM! 06/19/2017,2.0,Négatif,0
Really nise moussells and fresh fish 01/09/2018,4.5,Positif,2
Those were the times... 09/15/2015,3.0,Neutre,1
Medium quality 09/07/2016,4.0,Positif,2
Great concept not great food 05/28/2017,2.0,Négatif,0
Handy for the Gare de Lyon 09/16/2017,3.0,Neutre,1
Best Place To Eat 01/05/2018,4.5,Positif,2
Decent clean and friendly restaurant. 05/20/2017,3.0,Neutre,1
Friendly athmosphere and unique location 10/27/2017,3.5,Positif,2
From average to awful in 3.5 09/30/2017,4.0,Positif,2
Excellent view - no crowds 06/11/2012,1.5,Négatif,0
Better than you may think 11/16/2017,3.0,Neutre,1
"Yummy food, friendly staff 04/23/2017",4.5,Positif,2
Trap for tourists !! 08/03/2017,2.0,Négatif,0
A beautiful dining experience in Lyon 02/21/2017,4.0,Positif,2
Way overpriced. Tourist trap 07/29/2017,1.5,Négatif,0
Indoor/outdoor dining 09/16/2017,3.0,Neutre,1
"OK, but low on gluten free options 09/13/2011",2.0,Négatif,0
The best Goa style restaurant in Lisbon 01/01/2017,4.0,Positif,2
YUCK. No taste but waste!!! 06/07/2017,3.0,Neutre,1
Has a Bathroom and Portugese Food 08/27/2017,3.5,Positif,2
Nice & tasty 07/08/2015,3.0,Neutre,1
burrit...no 10/02/2017,2.0,Négatif,0
Yummy burger 🍔 12/21/2017,4.5,Positif,2
Tourist extortion avoid 11/26/2017,1.0,Négatif,0
Lovely pizza & friendly staff 04/03/2013,3.0,Neutre,1
Come here to watch a frantic Deliveroo ser... 03/28/2017,2.0,Négatif,0
Service is non existent 07/04/2017,4.0,Positif,2
A meal on Las Ramblas 09/25/2017,3.0,Neutre,1
One of the many Japanese in de Rue Sainte... 07/30/2016,3.0,Neutre,1
Bad sushi 01/13/2013,3.0,Neutre,1
The Best Alfama's Tasca 06/03/2015,4.0,Positif,2
Another Sushi restaurant in Paris run by C... 11/01/2017,3.0,Neutre,1
"Great bar for beer, tapas and racione 03/05/2016",3.0,Neutre,1
Such horrible staff 02/28/2017,3.0,Neutre,1
Good food and better service 10/28/2017,4.0,Positif,2
Worst experience I've had ordering food. 08/31/2017,1.0,Négatif,0
Best tortilla in London 10/05/2017,3.0,Neutre,1
A birthday ruined by a very unpleasant own... 06/11/2017,3.0,Neutre,1
My go to local pizza place 07/05/2017,2.0,Négatif,0
Not a great range of food 04/18/2017,2.0,Négatif,0
Tapas for two 08/29/2015,3.5,Positif,2
Lunchtime food 12/13/2016,2.0,Négatif,0
VERY GOOD GEM 06/11/2017,4.0,Positif,2
Not to my taste 01/01/2016,1.0,Négatif,0
Impressive for a museum restaurant 07/11/2017,3.0,Neutre,1
Ponche stop 08/01/2016,2.0,Négatif,0
"Decent cocktail, bad customer service. 04/06/2017",1.5,Négatif,0
Living up to its name 05/05/2017,3.5,Positif,2
my new Geneva favorite 06/29/2017,4.0,Positif,2
Mouse with your dinner sir? 10/23/2017,2.0,Négatif,0
Disco bar 04/05/2017,3.0,Neutre,1
Good food on Highway 07/11/2013,1.5,Négatif,0
Worst in the world 07/30/2017,2.0,Négatif,0
"Nice pub down a quaint backroad, though ex... 06/07/2017",4.0,Positif,2
place is too bad 09/18/2017,1.5,Négatif,0
sat for over an hour food never arrived 04/10/2017,3.0,Neutre,1
Bad food and rude maître d' 06/11/2013,2.0,Négatif,0
Eat British fish and chips somewhere else... 07/11/2017,2.0,Négatif,0
Pizzeria du Village 10/28/2014,3.0,Neutre,1
Small charming Café 10/01/2017,3.5,Positif,2
Nice all you can eat restaurant 08/08/2017,3.5,Positif,2
"Cheap, inedible food 09/05/2016",1.0,Négatif,0
Unsuccessful dinner 12/27/2017,3.0,Neutre,1
Undercooked Paella Valenciana! 06/07/2017,3.0,Neutre,1
Tastiest fried hake in the area 06/05/2015,4.5,Positif,2
Vile place! BEWARE!! 08/21/2016,2.0,Négatif,0
Great location and French bistrot menu 07/29/2017,3.0,Neutre,1
"Lovely service, food not great 04/10/2017",3.0,Neutre,1
Rude with bad food 04/15/2016,3.5,Positif,2
Used to love this place...gone downhill 04/23/2013,2.0,Négatif,0
Ramble into Brambles 06/16/2016,2.0,Négatif,0
Decadent 08/22/2017,4.5,Positif,2
Worst experience in Prague 06/20/2017,3.0,Neutre,1
Like typical buffet but with wrong prize o... 03/12/2016,2.5,Positif,2
Sushi in paris 07/01/2015,3.0,Neutre,1
Great for Take&Go 10/18/2017,4.5,Positif,2
Not bad for the money. 06/17/2017,3.0,Neutre,1
TERRIBLE MON DIEU!!!! Ce N'est pas possibl... 06/25/2017,3.5,Positif,2
Varieties of covered nuts with the oldest... 04/04/2015,4.5,Positif,2
Long Haul Drinking/Dining 09/18/2017,3.5,Positif,2
Well it's just a McDonald's 11/18/2016,3.0,Neutre,1
Good deep fried sausage. Very bad fish 01/21/2017,2.0,Négatif,0
Secret no more 08/06/2017,3.0,Neutre,1
Whoa! There is no part of a pig that isn't... 09/14/2015,4.0,Positif,2
Give This Place A Miss 06/20/2014,2.0,Négatif,0
Perfect Take Out 09/22/2015,4.0,Positif,2
"Wonderful Decor, Busy and Serves Tradition... 04/27/2017",3.0,Neutre,1
"Nice place, food and service 10/22/2017",4.5,Positif,2
What a small world 11/29/2017,4.5,Positif,2
Good coctails but bad service 05/18/2016,3.0,Neutre,1
Worst catalan food I've ever had 03/06/2016,1.0,Négatif,0
Cold coffe 01/09/2018,3.0,Neutre,1
A weird place 11/08/2014,3.5,Positif,2
Just good (and a little pricy) 02/25/2017,3.0,Neutre,1
Hard to find but great address! 01/30/2015,3.0,Neutre,1
"Convenient before concert, but not wortwhi... 03/14/2012",2.0,Négatif,0
Fabulous & Friendly Italian Restaurant 07/08/2017,4.5,Positif,2
"Quaint, stylish atmosphere. Lovely food. P... 09/29/2016",4.5,Positif,2
A culinary experience 01/02/2018,4.5,Positif,2
A TRUE BLESSING FOR YOUR STOMACH 01/10/2018,-1.0,Négatif,0
Ok chinese food 11/12/2012,3.0,Neutre,1
"Average Food, Decent Prices 01/15/2017",1.5,Négatif,0
One of the best Coffee in town 12/01/2017,3.5,Positif,2
Not a happy bunny 07/23/2017,3.0,Neutre,1
Good pizza in a residential neighborhood... 03/04/2013,3.5,Positif,2
"Local brasserie, steak raw inside. Not rec... 01/27/2017",3.0,Neutre,1
Ridiculously bad 04/30/2017,2.0,Négatif,0
"Good food, and service beside the Danube 09/23/2017",3.5,Positif,2
Yuk 11/14/2015,2.0,Négatif,0
Absolutely stunning Italian food in an unp... 04/10/2017,4.5,Positif,2
Bad bad bad sushi 07/29/2014,2.0,Négatif,0
Avoid ordering delivery unless you like ea... 11/05/2016,2.0,Négatif,0
Reliable 04/16/2017,3.0,Neutre,1
"Great, unique street food in a clean and l... 09/24/2017",4.0,Positif,2
Worse Customer Service 11/19/2017,2.0,Négatif,0
A dud 10/14/2017,3.0,Neutre,1
"A cozy, candelit place with delicious food... 11/19/2015",5.0,Positif,2
A drink at the Hotel bar with nice tapas 12/15/2016,4.0,Positif,2
One of the few option on Brazilian food in... 10/19/2015,3.0,Neutre,1
Why don't we have this lentilsoupe in our... 01/06/2017,4.5,Positif,2
Possibly the worst chips I've had ever 05/26/2017,1.0,Négatif,0
Good Food & affordable 10/24/2016,3.0,Neutre,1
Eat somewhere else! 08/16/2017,2.0,Négatif,0
Incredible farm/home-brewed beers and cide... 12/17/2015,5.0,Positif,2
As always- great 01/08/2018,4.0,Positif,2
Okay for a quick stop 03/22/2017,3.0,Neutre,1
"Enjoyable kebab, good range of food on the... 09/18/2017",1.5,Négatif,0
The biggest rip off in Athens 10/19/2015,3.0,Neutre,1
Tasting menu of delights 06/12/2016,2.0,Négatif,0
A surprising gourmet place in an unusual p... 04/26/2013,4.0,Positif,2
An experience nonetheless 07/21/2017,3.0,Neutre,1
Alternative venue - good food 01/03/2018,4.0,Positif,2
9.5 francs for 4 dumplings? excuse me? 11/07/2017,3.0,Neutre,1
"Good venue, lot of staff just soooo misera... 11/14/2017",3.0,Neutre,1
Nice Coffee but slow service 10/19/2016,3.0,Neutre,1
Pricey but OK tapas & good wines 06/07/2011,2.0,Négatif,0
